category,subcategory,name,current_price,raw_price,currency,discount,likes_count,is_new,brand,codCountry,variation_0_color,variation_1_color,id,model,total_prices
women,T-shirts,T-shirt boutonné à manches courtes et imprimé floral,23.99,46.99,USD,49,313,False,,"ID,MY,PH,SG,TH,VN",White,Navy,1690810,SKUF40137,7508.87
women,Soutiens-gorge,Plus Soutiens-gorge avec fermeture à l'avant,15.99,40.36,USD,60,4603,False,,"ID,MY,PH,SG,TH,VN",blanc,gris,1533303,SKUC91583,73601.97
women,Pantalons & Shorts,Pantalon décontracté à taille élastique de couleur unie,25.99,50.99,USD,49,5564,False,,"ID,MY,PH,SG,TH,VN",Khaki,Black,1661710,SKUE94621,144608.36
women,Robes imprimées,Robe midi décontractée à imprimé floral,23.99,46.99,USD,49,1262,False,,"ID,MY,PH,SG,TH,VN",Khaki,White,1691484,SKUF41372,30275.379999999997
women,T-shirts,T-shirt brodé de fleurs,15.99,38.88,USD,59,4485,False,,"ID,MY,PH,SG,TH,VN",Green,Sky Blue,1655044,SKUE83526,71715.15
women,Robes imprimées,Robe longue à imprimé floral vintage,33.99,70.99,USD,52,2419,False,,"ID,MY,PH,SG,TH,VN",Red,Yellow,1527134,SKUC88481,82221.81
women,Combinaisons & Grenouillères,Combinaison à bretelles à imprimé floral,32.99,64.98,USD,49,33,True,,"ID,MY,PH,SG,TH,VN",Red,Navy,1715194,SKUF79731,1088.67
women,Combinaisons & Grenouillères,Combinaison à bretelles à imprimé floral,29.99,63.98,USD,53,4132,False,,"ID,MY,PH,SG,TH,VN",Black,Apricot,1660117,SKUE91643,123918.68
women,Pantalons & Shorts,Pantalon décontracté à fleurs,21.99,47.99,USD,54,3095,False,Gracila,"ID,MY,PH,SG,TH,VN",Blue,Yellow,1663956,SKUE99093,68059.04999999999
women,Pantalons & Shorts,Pantalon décontracté à cordon de couleur unie,23.51,45.99,USD,49,4367,False,Gracila,"ID,MY,PH,SG,TH,VN",Grey,Green,1617649,SKUE10410,102668.17000000001
women,Soutiens-gorge,Soutien-gorge Sexy à Décollecté Plongeant sans Armature,13.99,26.89,USD,48,14252,False,,"ID,MY,PH,SG,TH,VN",Noir,Violet clair,1141004,SKU631930,199385.48
women,Vestes & Gilets,Vestes à imprimé floral de style ethnique,25.99,72.47,USD,64,4393,False,O-NEWE,"ID,MY,PH,SG,TH,VN",Green,Red,1561403,SKUD02476,114174.06999999999
women,T-shirts,T-shirt simple à fleurs,19.42,39.99,USD,51,3240,False,,"ID,MY,PH,SG,TH,VN",Black,Grey,1654724,SKUE82280,62920.8
women,Robes imprimées,Robe longue à patchwork imprimé,28.99,73.31,USD,61,5822,False,,"ID,MY,PH,SG,TH,VN",vert,Jaune,1509346,SKUB84919,168779.78
women,Blouses & Chemises,Chemisier ample à col rabattu de couleur unie,22.99,39.58,USD,42,1306,False,,,Yellow,Blue,1555575,SKUB88698,30024.94
women,Pantalons & Shorts,Sarouel croisé décontracté,16.99,48.37,USD,65,3486,False,O-NEWE,"ID,MY,PH,SG,TH,VN",Black,Blue,1667484,SKUF04567,59227.13999999999
women,T-shirts,T-shirt imprimé poisson,17.99,39.99,USD,55,3542,False,Gracila,"ID,MY,PH,SG,TH,VN",Green,Blue,1656834,SKUE84599,63720.579999999994
women,Blouses & Chemises,Chemisier ample de couleur unie,31.99,62.98,USD,49,918,False,,"ID,MY,PH,SG,TH,VN",White,Black,1674856,SKUF15401,29366.82
women,Robes imprimées,Robe midi bohème imprimée à pois,24.99,46.99,USD,47,1730,False,,"ID,MY,PH,SG,TH,VN",Grey,Yellow,1666207,SKUE85353,43232.7
women,Pantalons & Shorts,Pantalon imprimé papillons en bambou,27.6,52.98,USD,48,2826,False,,"ID,MY,PH,SG,TH,VN",Grey,Black,1662798,SKUE97066,77997.6
women,Robes imprimées,Robe mi-longue imprimée à fleurs,21.99,42.99,USD,49,541,False,,"ID,MY,PH,SG,TH,VN",Yellow,Grey,1697894,SKUF51206,11896.589999999998
women,Robes imprimées,Robe maxi sans manches imprimé patchwork,24.99,60.84,USD,59,1690,False,ZANZEA,"ID,MY,PH,SG,TH,VN",Orange,Khaki,1565270,SKUD10368,42233.1
women,Robes décontractées,Robe longue de couleur contrastée,26.57,48.99,USD,46,3363,False,,"ID,MY,PH,SG,TH,VN",gris,Bleu,1526607,SKUC71203,89354.91
women,Combinaisons & Grenouillères,Combinaison à bretelles à imprimé floral Daisy,29.99,59.99,USD,50,2879,False,,"ID,MY,PH,SG,TH,VN",Green,Navy,1664205,SKUE99141,86341.20999999999
women,Blouses & Chemises,Chemisier à manches courtes brodé bohème,24.99,50.99,USD,51,5012,False,,"ID,MY,PH,SG,TH,VN",blanc,Rose,1477083,SKUB64124,125249.87999999999
women,Robes imprimées,Robe imprimée à poches col rond,30.66,58.98,USD,48,464,False,,"ID,MY,PH,SG,TH,VN",Yellow,Blue,1665087,SKUE91437,14226.24
women,Robes imprimées,Robe longue bouffante à imprimé floral,19.99,59.07,USD,66,1584,False,ZANZEA,"ID,MY,PH,SG,TH,VN",Navy,Red,1591654,SKUD65785,31664.159999999996
women,Blouses & Chemises,Chemisier à manches longues imprimé chat ,22.99,51.99,USD,56,4726,False,Gracila,"ID,MY,PH,SG,TH,VN",White,Blue,1603323,SKUD81888,108650.73999999999
women,Blouses & Chemises,Chemisier col rabattu de couleur unie,25.99,50.99,USD,49,556,False,,"ID,MY,PH,SG,TH,VN",White,Black,1691048,SKUF40335,14450.439999999999
women,T-shirts,T-shirt décontracté à fleurs,21.99,43.88,USD,50,1346,False,,"ID,MY,PH,SG,TH,VN",Green,Grey,1656117,SKUE82712,29598.539999999997
